PHEV,BEV
10.0,8.0
20.0,98.0
15.0,11.0
29.0,62.0
208.0,362.0
13.0,15.0
46.0,78.0
33.0,63.0
15.0,9.0
14.0,30.0
46.0,61.0
18.0,21.0
19.0,11.0
23.0,46.0
754.0,1358.0
17.0,6.0
27.0,10.0
1236.0,2477.0
8.0,4.0
4.0,8.0
11.0,15.0
17.0,11.0
25.0,24.0
16.0,34.0
417.0,714.0
4.0,4.0
17.0,19.0
6.0,10.0
28.0,80.0
108.0,161.0
828.0,1817.0
112.0,338.0
70.0,95.0
12.0,39.0
12.0,39.0
63.0,116.0
22.0,34.0
18.0,12.0
869.0,2228.0
164.0,219.0
10.0,33.0
9.0,29.0
1223.0,3616.0
571.0,1738.0
19.0,51.0
236.0,314.0
64.0,124.0
5.0,5.0
335.0,927.0
107.0,290.0
12.0,10.0
2.0,5.0
56.0,74.0
41.0,74.0
43.0,91.0
1620.0,4213.0
224.0,414.0
12.0,31.0
104.0,189.0
12.0,11.0
17.0,42.0
5.0,18.0
10.0,59.0
33.0,56.0
34.0,106.0
17.0,55.0
18.0,69.0
27.0,50.0
21.0,6.0
11.0,6.0
4.0,5.0
2.0,11.0
89.0,133.0
6.0,5.0
101.0,111.0
35.0,43.0
14.0,41.0
1.0,4.0
254.0,594.0
86.0,125.0
17.0,18.0
38.0,69.0
6.0,9.0
6.0,21.0
87.0,77.0
56.0,151.0
17.0,11.0
31.0,114.0
893.0,2099.0
22.0,39.0
15.0,36.0
1797.0,3480.0
11.0,11.0
10.0,5.0
12.0,10.0
28.0,5.0
10.0,17.0
10.0,15.0
25.0,47.0
23.0,6.0
22.0,41.0
533.0,1109.0
11.0,16.0
16.0,5.0
11.0,6.0
13.0,12.0
13.0,24.0
8.0,38.0
7.0,19.0
6.0,26.0
46.0,70.0
6.0,7.0
133.0,167.0
860.0,1582.0
128.0,296.0
15.0,56.0
36.0,12.0
17.0,28.0
32.0,148.0
919.0,2274.0
7.0,12.0
173.0,198.0
25.0,13.0
1202.0,3165.0
661.0,1626.0
32.0,42.0
218.0,321.0
110.0,118.0
13.0,8.0
330.0,916.0
116.0,261.0
7.0,12.0
31.0,57.0
43.0,49.0
13.0,7.0
62.0,148.0
8.0,26.0
1605.0,3914.0
139.0,332.0
14.0,7.0
57.0,190.0
19.0,51.0
6.0,6.0
25.0,48.0
61.0,64.0
65.0,90.0
35.0,83.0
7.0,29.0
6.0,25.0
6.0,13.0
17.0,21.0
67.0,100.0
27.0,102.0
13.0,24.0
45.0,58.0
194.0,562.0
85.0,84.0
82.0,88.0
18.0,31.0
17.0,44.0
55.0,189.0
41.0,67.0
963.0,1765.0
37.0,29.0
25.0,19.0
1893.0,3716.0
24.0,6.0
25.0,6.0
6.0,6.0
26.0,60.0
8.0,56.0
718.0,1079.0
6.0,6.0
18.0,19.0
11.0,30.0
16.0,15.0
38.0,69.0
15.0,8.0
168.0,133.0
1198.0,1815.0
19.0,2.0
9.0,7.0
188.0,369.0
103.0,120.0
15.0,29.0
16.0,58.0
89.0,134.0
22.0,8.0
8.0,15.0
1174.0,2243.0
8.0,4.0
165.0,264.0
24.0,22.0
14.0,18.0
1650.0,4412.0
899.0,1813.0
12.0,16.0
217.0,441.0
61.0,123.0
477.0,1247.0
243.0,236.0
50.0,16.0
59.0,103.0
41.0,89.0
13.0,20.0
89.0,139.0
1939.0,4744.0
4.0,14.0
337.0,347.0
126.0,261.0
42.0,34.0
32.0,8.0
74.0,112.0
25.0,91.0
45.0,60.0
59.0,90.0
40.0,16.0
11.0,12.0
10.0,8.0
16.0,12.0
13.0,21.0
10.0,8.0
96.0,96.0
26.0,143.0
14.0,29.0
40.0,38.0
319.0,779.0
11.0,8.0
13.0,7.0
99.0,99.0
13.0,21.0
115.0,98.0
14.0,13.0
14.0,42.0
21.0,21.0
47.0,60.0
57.0,129.0
10.0,8.0
23.0,28.0
93.0,78.0
964.0,2337.0
29.0,52.0
21.0,24.0
2246.0,4549.0
8.0,22.0
8.0,32.0
21.0,47.0
954.0,1348.0
12.0,13.0
23.0,15.0
15.0,9.0
27.0,9.0
8.0,3.0
24.0,23.0
9.0,27.0
83.0,68.0
8.0,26.0
174.0,222.0
1544.0,2855.0
217.0,435.0
139.0,140.0
24.0,48.0
10.0,9.0
100.0,147.0
9.0,8.0
1398.0,3618.0
191.0,479.0
33.0,9.0
1869.0,5021.0
1128.0,2479.0
9.0,9.0
32.0,53.0
352.0,424.0
106.0,129.0
15.0,11.0
15.0,8.0
707.0,1500.0
11.0,15.0
181.0,324.0
9.0,35.0
9.0,9.0
46.0,77.0
63.0,75.0
9.0,11.0
55.0,215.0
2911.0,6278.0
14.0,29.0
261.0,595.0
54.0,19.0
172.0,391.0
10.0,15.0
30.0,54.0
14.0,25.0
44.0,193.0
85.0,118.0
55.0,97.0
82.0,164.0
42.0,36.0
14.0,11.0
9.0,15.0
15.0,9.0
9.0,9.0
13.0,22.0
24.0,36.0
107.0,104.0
42.0,9.0
47.0,123.0
16.0,32.0
54.0,37.0
9.0,9.0
470.0,1096.0
30.0,3.0
124.0,199.0
33.0,41.0
18.0,15.0
97.0,128.0
35.0,18.0
78.0,106.0
90.0,251.0
50.0,28.0
95.0,165.0
1452.0,3189.0
28.0,45.0
20.0,32.0
2676.0,5970.0
12.0,25.0
23.0,80.0
91.0,37.0
959.0,1854.0
25.0,9.0
23.0,28.0
27.0,9.0
37.0,41.0
40.0,10.0
71.0,91.0
367.0,245.0
1300.0,3014.0
51.0,44.0
175.0,519.0
117.0,188.0
25.0,17.0
35.0,44.0
78.0,185.0
25.0,10.0
1048.0,3498.0
166.0,345.0
20.0,10.0
13.0,28.0
1673.0,4347.0
759.0,2516.0
68.0,32.0
306.0,675.0
71.0,208.0
667.0,1744.0
10.0,26.0
187.0,364.0
8.0,10.0
51.0,71.0
19.0,30.0
15.0,13.0
72.0,138.0
2252.0,6818.0
16.0,15.0
276.0,343.0
41.0,31.0
179.0,400.0
10.0,26.0
50.0,49.0
51.0,77.0
48.0,130.0
51.0,165.0
16.0,10.0
45.0,81.0
44.0,169.0
10.0,50.0
96.0,187.0
17.0,10.0
10.0,20.0
85.0,224.0
35.0,18.0
50.0,41.0
10.0,17.0
455.0,1082.0
10.0,10.0
43.0,10.0
87.0,268.0
22.0,12.0
11.0,17.0
108.0,145.0
73.0,91.0
82.0,239.0
27.0,34.0
55.0,160.0
1149.0,3192.0
16.0,98.0
57.0,109.0
2095.0,5736.0
38.0,15.0
13.0,10.0
18.0,48.0
27.0,35.0
10.0,20.0
40.0,84.0
26.0,60.0
880.0,1546.0
37.0,38.0
22.0,25.0
30.0,6.0
11.0,17.0
44.0,85.0
261.0,279.0
2257.0,3276.0
3.0,17.0
11.0,17.0
274.0,706.0
184.0,183.0
46.0,22.0
17.0,13.0
127.0,219.0
30.0,33.0
1901.0,4022.0
155.0,451.0
36.0,41.0
2227.0,6112.0
1382.0,2877.0
73.0,45.0
398.0,879.0
157.0,215.0
28.0,11.0
17.0,17.0
625.0,1963.0
184.0,493.0
98.0,79.0
81.0,61.0
6.0,73.0
126.0,239.0
3121.0,8534.0
33.0,35.0
414.0,547.0
57.0,40.0
262.0,573.0
41.0,66.0
13.0,7.0
28.0,45.0
140.0,71.0
19.0,11.0
99.0,111.0
142.0,114.0
50.0,125.0
67.0,39.0
26.0,17.0
11.0,17.0
17.0,11.0
4.0,44.0
11.0,17.0
15.0,11.0
211.0,159.0
17.0,11.0
130.0,235.0
61.0,55.0
86.0,39.0
538.0,970.0
16.0,29.0
148.0,347.0
39.0,11.0
22.0,33.0
11.0,17.0
93.0,108.0
17.0,17.0
89.0,116.0
148.0,350.0
11.0,29.0
34.0,28.0
114.0,176.0
1730.0,3391.0
99.0,22.0
79.0,92.0
3360.0,7214.0
11.0,17.0
11.0,55.0
35.0,37.0
23.0,57.0
48.0,92.0
87.0,63.0
1469.0,2219.0
28.0,22.0
51.0,33.0
38.0,13.0
43.0,33.0
18.0,42.0
35.0,200.0
376.0,413.0
2257.0,4846.0
12.0,42.0
12.0,31.0
12.0,42.0
446.0,710.0
183.0,237.0
7.0,47.0
78.0,69.0
143.0,376.0
6.0,17.0
30.0,18.0
17.0,30.0
1855.0,4775.0
296.0,609.0
10.0,72.0
30.0,73.0
3047.0,7053.0
1381.0,4070.0
71.0,115.0
469.0,1281.0
156.0,296.0
35.0,12.0
3.0,5.0
962.0,2331.0
305.0,667.0
57.0,17.0
18.0,29.0
54.0,178.0
57.0,152.0
22.0,50.0
161.0,237.0
12.0,12.0
36.0,24.0
4442.0,10786.0
11.0,71.0
469.0,949.0
71.0,92.0
227.0,648.0
32.0,23.0
61.0,107.0
53.0,44.0
12.0,35.0
102.0,100.0
140.0,214.0
124.0,173.0
70.0,184.0
76.0,55.0
11.0,12.0
58.0,36.0
8.0,35.0
11.0,12.0
58.0,70.0
151.0,175.0
12.0,11.0
30.0,30.0
113.0,238.0
14.0,66.0
109.0,56.0
797.0,1609.0
11.0,23.0
53.0,23.0
173.0,368.0
26.0,41.0
125.0,191.0
39.0,42.0
107.0,142.0
255.0,315.0
23.0,36.0
183.0,210.0
18.0,18.0
1975.0,5046.0
137.0,65.0
18.0,39.0
47.0,60.0
3903.0,8473.0
30.0,18.0
18.0,12.0
44.0,86.0
31.0,60.0
48.0,29.0
61.0,24.0
57.0,126.0
47.0,134.0
1682.0,3053.0
26.0,40.0
39.0,62.0
11.0,30.0
17.0,12.0
18.0,18.0
11.0,13.0
18.0,13.0
18.0,43.0
173.0,146.0
408.0,470.0
2477.0,3822.0
88.0,18.0
225.0,915.0
162.0,217.0
36.0,18.0
60.0,36.0
133.0,68.0
203.0,375.0
18.0,13.0
12.0,18.0
2712.0,5032.0
389.0,474.0
30.0,13.0
18.0,18.0
3035.0,6802.0
1742.0,3700.0
62.0,103.0
503.0,1253.0
107.0,137.0
16.0,26.0
1095.0,2797.0
349.0,649.0
12.0,12.0
30.0,12.0
127.0,176.0
172.0,83.0
202.0,252.0
4439.0,9762.0
455.0,551.0
79.0,41.0
505.0,507.0
103.0,76.0
10.0,48.0
55.0,53.0
87.0,107.0
32.0,30.0
118.0,172.0
83.0,154.0
134.0,254.0
115.0,55.0
35.0,9.0
23.0,13.0
13.0,13.0
18.0,30.0
3.0,13.0
193.0,203.0
126.0,299.0
18.0,52.0
133.0,73.0
730.0,1327.0
26.0,14.0
26.0,18.0
30.0,25.0
196.0,362.0
47.0,42.0
198.0,192.0
18.0,13.0
7.0,16.0
30.0,48.0
132.0,129.0
23.0,13.0
130.0,371.0
42.0,10.0
7.0,49.0
174.0,172.0
13.0,15.0
2547.0,4776.0
46.0,116.0
73.0,80.0
4521.0,7756.0
44.0,11.0
18.0,61.0
42.0,46.0
12.0,32.0
41.0,43.0
49.0,16.0
174.0,162.0
64.0,117.0
1572.0,2845.0
35.0,20.0
38.0,55.0
40.0,54.0
13.0,13.0
27.0,12.0
18.0,13.0
28.0,48.0
32.0,12.0
10.0,13.0
108.0,165.0
12.0,36.0
406.0,523.0
2593.0,4177.0
20.0,8.0
454.0,647.0
277.0,259.0
13.0,17.0
26.0,43.0
71.0,55.0
223.0,311.0
16.0,12.0
48.0,50.0
15.0,9.0
2615.0,5045.0
410.0,592.0
36.0,11.0
90.0,56.0
3464.0,7394.0
13.0,12.0
2060.0,3676.0
135.0,84.0
723.0,1063.0
289.0,326.0
28.0,36.0
40.0,17.0
18.0,12.0
1056.0,2349.0
396.0,477.0
24.0,121.0
13.0,13.0
193.0,186.0
107.0,67.0
30.0,25.0
259.0,290.0
33.0,18.0
5390.0,9195.0
477.0,916.0
92.0,12.0
411.0,570.0
13.0,55.0
78.0,58.0
48.0,17.0
59.0,12.0
79.0,55.0
73.0,115.0
286.0,275.0
145.0,258.0
80.0,192.0
31.0,29.0
61.0,13.0
18.0,18.0
88.0,26.0
31.0,61.0
333.0,278.0
51.0,17.0
222.0,327.0
54.0,23.0
79.0,101.0
16.0,18.0
882.0,1608.0
25.0,54.0
66.0,13.0
242.0,385.0
36.0,41.0
35.0,13.0
250.0,253.0
11.0,13.0
13.0,127.0
155.0,101.0
307.0,330.0
18.0,40.0
58.0,43.0
137.0,185.0
31.0,25.0
2953.0,5118.0
116.0,171.0
84.0,77.0
4823.0,8311.0
33.0,13.0
28.0,48.0
31.0,26.0
26.0,35.0
58.0,22.0
26.0,13.0
84.0,121.0
30.0,13.0
14.0,46.0
1775.0,2893.0
46.0,53.0
59.0,45.0
76.0,49.0
12.0,38.0
18.0,17.0
47.0,23.0
18.0,87.0
186.0,152.0
394.0,552.0
2289.0,5553.0
42.0,79.0
368.0,837.0
302.0,350.0
45.0,18.0
16.0,12.0
43.0,67.0
48.0,193.0
169.0,532.0
18.0,65.0
2508.0,6112.0
18.0,39.0
354.0,588.0
27.0,44.0
61.0,23.0
3802.0,8771.0
1976.0,4641.0
160.0,57.0
528.0,1383.0
173.0,366.0
13.0,25.0
24.0,40.0
1215.0,2901.0
13.0,36.0
422.0,746.0
23.0,73.0
158.0,216.0
118.0,119.0
14.0,57.0
151.0,357.0
41.0,47.0
4666.0,11072.0
18.0,13.0
431.0,1002.0
64.0,30.0
343.0,805.0
37.0,24.0
142.0,110.0
29.0,48.0
17.0,144.0
13.0,12.0
110.0,188.0
13.0,17.0
126.0,295.0
170.0,178.0
95.0,143.0
55.0,68.0
10.0,13.0
23.0,43.0
3.0,13.0
13.0,48.0
32.0,39.0
47.0,25.0
121.0,327.0
18.0,3.0
132.0,349.0
25.0,65.0
70.0,107.0
30.0,11.0
774.0,1927.0
30.0,22.0
13.0,5.0
187.0,344.0
160.0,336.0
29.0,37.0
24.0,97.0
141.0,123.0
219.0,390.0
14.0,13.0
37.0,59.0
284.0,245.0
11.0,12.0
13.0,7.0
2839.0,5893.0
57.0,225.0
49.0,126.0
4701.0,9075.0
12.0,24.0
19.0,36.0
45.0,47.0
32.0,26.0
79.0,125.0
31.0,24.0
53.0,93.0
1421.0,3515.0
12.0,73.0
58.0,96.0
19.0,45.0
17.0,14.0
17.0,17.0
27.0,13.0
14.0,31.0
98.0,141.0
290.0,473.0
2508.0,5021.0
13.0,17.0
63.0,44.0
416.0,894.0
197.0,307.0
14.0,13.0
55.0,85.0
58.0,52.0
88.0,437.0
2690.0,5841.0
18.0,13.0
332.0,784.0
32.0,38.0
50.0,21.0
3583.0,8965.0
1836.0,4139.0
99.0,114.0
617.0,1436.0
137.0,358.0
58.0,88.0
991.0,2749.0
389.0,761.0
34.0,84.0
95.0,185.0
106.0,131.0
14.0,64.0
236.0,218.0
4859.0,10596.0
563.0,979.0
306.0,686.0
17.0,82.0
58.0,156.0
30.0,13.0
13.0,26.0
52.0,51.0
98.0,144.0
286.0,322.0
117.0,262.0
85.0,206.0
61.0,61.0
29.0,64.0
29.0,13.0
28.0,16.0
14.0,17.0
65.0,8.0
15.0,14.0
142.0,380.0
11.0,12.0
39.0,18.0
240.0,360.0
31.0,61.0
130.0,136.0
904.0,1604.0
17.0,26.0
17.0,17.0
139.0,310.0
43.0,22.0
138.0,253.0
15.0,34.0
27.0,28.0
90.0,190.0
344.0,418.0
27.0,13.0
26.0,13.0
143.0,385.0
15.0,14.0
2512.0,5235.0
92.0,122.0
91.0,150.0
4174.0,9671.0
13.0,34.0
44.0,53.0
8.0,39.0
25.0,31.0
67.0,78.0
17.0,14.0
100.0,213.0
13.0,38.0
65.0,55.0
1672.0,3253.0
34.0,43.0
65.0,39.0
13.0,29.0
17.0,27.0
25.0,69.0
12.0,25.0
121.0,202.0
471.0,562.0
1908.0,4382.0
25.0,107.0
239.0,700.0
157.0,392.0
76.0,74.0
31.0,111.0
163.0,377.0
4.0,15.0
2389.0,5081.0
13.0,13.0
295.0,678.0
33.0,12.0
3243.0,6855.0
1700.0,3807.0
69.0,101.0
589.0,1216.0
96.0,174.0
64.0,41.0
13.0,26.0
856.0,2431.0
377.0,604.0
16.0,70.0
13.0,26.0
67.0,214.0
86.0,68.0
4.0,18.0
117.0,298.0
12.0,57.0
3743.0,9358.0
26.0,13.0
362.0,939.0
45.0,126.0
273.0,795.0
13.0,37.0
29.0,72.0
13.0,12.0
32.0,16.0
12.0,7.0
144.0,81.0
173.0,297.0
16.0,27.0
115.0,185.0
50.0,161.0
51.0,75.0
12.0,16.0
12.0,55.0
6.0,13.0
53.0,39.0
13.0,16.0
21.0,39.0
229.0,193.0
16.0,23.0
121.0,433.0
18.0,84.0
131.0,154.0
17.0,28.0
16.0,13.0
719.0,1568.0
38.0,53.0
176.0,284.0
93.0,165.0
24.0,1.0
17.0,50.0
93.0,138.0
243.0,361.0
29.0,13.0
45.0,37.0
116.0,316.0
13.0,16.0
2196.0,5018.0
81.0,99.0
75.0,66.0
3981.0,9295.0
13.0,41.0
29.0,28.0
13.0,72.0
16.0,1.0
88.0,111.0
134.0,161.0
1486.0,3150.0
31.0,29.0
28.0,12.0
13.0,24.0
26.0,13.0
12.0,43.0
14.0,74.0
9.0,37.0
68.0,226.0
229.0,573.0
2039.0,5624.0
28.0,13.0
15.0,76.0
278.0,909.0
259.0,323.0
12.0,104.0
27.0,59.0
12.0,14.0
121.0,490.0
26.0,13.0
1988.0,6050.0
246.0,723.0
40.0,51.0
39.0,99.0
2777.0,9068.0
1406.0,4952.0
31.0,175.0
610.0,1188.0
202.0,449.0
12.0,15.0
13.0,27.0
1043.0,2842.0
320.0,914.0
24.0,80.0
95.0,240.0
59.0,324.0
76.0,353.0
38.0,24.0
4103.0,11869.0
374.0,1014.0
50.0,95.0
224.0,766.0
83.0,95.0
28.0,24.0
56.0,148.0
98.0,200.0
66.0,334.0
100.0,213.0
84.0,257.0
26.0,126.0
13.0,57.0
61.0,15.0
16.0,2.0
4.0,40.0
45.0,67.0
258.0,314.0
15.0,26.0
19.0,29.0
178.0,387.0
56.0,140.0
26.0,163.0
13.0,20.0
30.0,24.0
523.0,1909.0
15.0,40.0
12.0,24.0
186.0,381.0
26.0,21.0
101.0,196.0
27.0,17.0
68.0,66.0
102.0,192.0
15.0,13.0
146.0,522.0
27.0,35.0
17.0,24.0
12.0,33.0
96.0,348.0
2293.0,6154.0
84.0,128.0
39.0,67.0
4102.0,10166.0
1.0,13.0
51.0,64.0
37.0,64.0
21.0,154.0
47.0,35.0
51.0,80.0
52.0,53.0
96.0,207.0
15.0,26.0
53.0,135.0
1456.0,3586.0
45.0,66.0
27.0,39.0
61.0,51.0
38.0,54.0
14.0,23.0
23.0,41.0
96.0,195.0
13.0,12.0
318.0,379.0
1858.0,4162.0
13.0,39.0
26.0,43.0
328.0,718.0
40.0,190.0
45.0,67.0
13.0,12.0
176.0,452.0
10.0,12.0
26.0,24.0
2061.0,4823.0
10.0,55.0
240.0,506.0
12.0,29.0
54.0,52.0
2834.0,7279.0
1466.0,3739.0
24.0,64.0
590.0,1039.0
185.0,302.0
819.0,2420.0
12.0,14.0
262.0,651.0
36.0,79.0
12.0,13.0
118.0,115.0
81.0,106.0
42.0,39.0
135.0,295.0
3673.0,10164.0
28.0,27.0
445.0,933.0
61.0,38.0
313.0,513.0
15.0,26.0
81.0,118.0
17.0,19.0
14.0,13.0
12.0,50.0
12.0,28.0
107.0,104.0
12.0,24.0
94.0,202.0
93.0,210.0
52.0,198.0
38.0,15.0
15.0,26.0
12.0,7.0
21.0,13.0
7.0,26.0
30.0,37.0
161.0,298.0
13.0,4.0
12.0,11.0
148.0,253.0
25.0,28.0
71.0,125.0
13.0,9.0
664.0,1560.0
42.0,7.0
14.0,64.0
14.0,14.0
204.0,289.0
78.0,200.0
28.0,28.0
50.0,100.0
54.0,154.0
110.0,323.0
51.0,12.0
13.0,12.0
117.0,247.0
2154.0,4660.0
55.0,67.0
13.0,15.0
105.0,79.0
3824.0,8888.0
32.0,27.0
27.0,13.0
27.0,13.0
26.0,66.0
38.0,131.0
15.0,189.0
1523.0,2898.0
27.0,18.0
12.0,51.0
13.0,12.0
13.0,25.0
10.0,48.0
49.0,38.0
13.0,25.0
100.0,179.0
24.0,11.0
248.0,462.0
2080.0,4423.0
29.0,21.0
299.0,534.0
167.0,294.0
2.0,36.0
12.0,13.0
24.0,102.0
31.0,81.0
214.0,425.0
26.0,13.0
15.0,114.0
26.0,36.0
1864.0,5515.0
312.0,658.0
13.0,1.0
36.0,35.0
2370.0,9168.0
14.0,25.0
12.0,13.0
1516.0,4197.0
50.0,61.0
600.0,1218.0
181.0,392.0
844.0,2604.0
13.0,12.0
420.0,601.0
61.0,111.0
13.0,12.0
112.0,151.0
73.0,149.0
13.0,34.0
112.0,249.0
25.0,13.0
38.0,15.0
3495.0,10196.0
482.0,1119.0
7.0,51.0
254.0,736.0
12.0,13.0
37.0,85.0
21.0,82.0
12.0,13.0
131.0,206.0
11.0,25.0
112.0,271.0
92.0,217.0
34.0,279.0
81.0,36.0
25.0,12.0
3.0,12.0
13.0,30.0
12.0,12.0
11.0,74.0
212.0,390.0
114.0,271.0
13.0,24.0
64.0,121.0
2.0,12.0
583.0,1800.0
24.0,39.0
98.0,303.0
7.0,13.0
161.0,322.0
13.0,89.0
24.0,25.0
37.0,118.0
152.0,461.0
13.0,13.0
13.0,12.0
51.0,50.0
226.0,285.0
1749.0,5494.0
108.0,147.0
24.0,37.0
37.0,75.0
3854.0,9630.0
13.0,22.0
38.0,25.0
12.0,76.0
24.0,52.0
23.0,37.0
13.0,52.0
46.0,201.0
45.0,76.0
1479.0,3135.0
37.0,11.0
15.0,37.0
12.0,22.0
14.0,12.0
2.0,6.0
10.0,6.0
59.0,114.0
5.0,8.0
1.0,1.0
2.0,4.0
1.0,1.0
26.0,20.0
5.0,15.0
426.0,1178.0
39.0,64.0
3.0,6.0
5.0,5.0
7.0,4.0
1.0,2.0
116.0,99.0
4.0,9.0
14.0,28.0
90.0,189.0
28.0,14.0
1.0,1.0
47.0,33.0
1.0,3.0
24.0,54.0
2.0,1.0
7.0,4.0
1.0,4.0
11.0,24.0
2.0,4.0
6.0,7.0
36.0,84.0
5.0,3.0
1.0,5.0
1.0,2.0
1.0,1.0
11.0,8.0
5.0,6.0
427.0,1058.0
34.0,51.0
4.0,9.0
6.0,2.0
2.0,2.0
81.0,135.0
2.0,13.0
6.0,17.0
98.0,194.0
16.0,26.0
1.0,3.0
42.0,43.0
1.0,2.0
14.0,53.0
23.0,17.0
3.0,7.0
3.0,11.0
67.0,100.0
11.0,6.0
1.0,4.0
9.0,2.0
4.0,2.0
6.0,2.0
21.0,20.0
5.0,15.0
567.0,1336.0
38.0,91.0
3.0,6.0
6.0,5.0
6.0,4.0
9.0,11.0
3.0,2.0
82.0,116.0
9.0,13.0
15.0,26.0
3.0,4.0
96.0,226.0
27.0,36.0
24.0,54.0
4.0,9.0
33.0,62.0
5.0,2.0
7.0,7.0
14.0,14.0
7.0,8.0
8.0,16.0
55.0,121.0
1.0,3.0
2.0,4.0
4.0,6.0
2.0,2.0
10.0,5.0
11.0,22.0
1.0,16.0
480.0,1293.0
39.0,83.0
1.0,7.0
2.0,4.0
3.0,4.0
4.0,10.0
92.0,125.0
2.0,20.0
16.0,19.0
1.0,2.0
71.0,218.0
28.0,27.0
6.0,4.0
27.0,113.0
4.0,4.0
18.0,84.0
2.0,2.0
5.0,10.0
3.0,1.0
14.0,21.0
11.0,10.0
13.0,16.0
62.0,90.0
5.0,8.0
3.0,8.0
2.0,4.0
7.0,4.0
5.0,7.0
15.0,16.0
5.0,17.0
477.0,1410.0
35.0,90.0
3.0,1.0
2.0,9.0
12.0,6.0
1.0,1.0
90.0,136.0
11.0,24.0
12.0,29.0
106.0,264.0
21.0,39.0
4.0,1.0
53.0,194.0
1.0,3.0
27.0,81.0
5.0,12.0
17.0,12.0
8.0,18.0
7.0,18.0
55.0,97.0
20.0,1.0
5.0,6.0
6.0,2.0
7.0,1.0
5.0,6.0
20.0,25.0
10.0,11.0
523.0,1442.0
51.0,73.0
1.0,4.0
10.0,6.0
4.0,15.0
3.0,2.0
104.0,132.0
2.0,16.0
18.0,28.0
139.0,262.0
33.0,42.0
1.0,3.0
39.0,75.0
3.0,4.0
37.0,57.0
5.0,9.0
2.0,2.0
2.0,4.0
24.0,23.0
1.0,6.0
11.0,14.0
59.0,60.0
4.0,12.0
3.0,3.0
5.0,1.0
8.0,4.0
24.0,11.0
5.0,10.0
458.0,1146.0
45.0,77.0
3.0,2.0
4.0,4.0
9.0,6.0
3.0,2.0
98.0,116.0
1.0,18.0
5.0,15.0
96.0,226.0
25.0,44.0
2.0,5.0
53.0,73.0
2.0,4.0
11.0,59.0
2.0,4.0
18.0,11.0
20.0,32.0
2.0,15.0
10.0,14.0
65.0,105.0
5.0,7.0
8.0,4.0
4.0,6.0
6.0,1.0
7.0,6.0
32.0,15.0
7.0,23.0
603.0,1332.0
45.0,107.0
4.0,8.0
2.0,4.0
9.0,17.0
12.0,14.0
2.0,1.0
109.0,131.0
1.0,13.0
20.0,14.0
128.0,227.0
37.0,46.0
50.0,70.0
4.0,2.0
24.0,60.0
4.0,1.0
13.0,10.0
10.0,24.0
8.0,13.0
15.0,10.0
66.0,112.0
11.0,14.0
2.0,4.0
8.0,4.0
2.0,3.0
5.0,3.0
9.0,12.0
8.0,12.0
463.0,1447.0
45.0,80.0
4.0,8.0
5.0,4.0
5.0,3.0
7.0,7.0
1.0,4.0
1.0,2.0
132.0,134.0
14.0,16.0
18.0,19.0
125.0,303.0
38.0,33.0
43.0,71.0
2.0,3.0
25.0,59.0
10.0,9.0
18.0,13.0
2.0,9.0
15.0,14.0
81.0,105.0
6.0,12.0
6.0,2.0
7.0,6.0
2.0,3.0
5.0,5.0
17.0,24.0
15.0,14.0
674.0,1585.0
53.0,99.0
3.0,1.0
1.0,2.0
7.0,4.0
8.0,6.0
2.0,2.0
122.0,147.0
7.0,29.0
18.0,17.0
134.0,256.0
41.0,47.0
5.0,5.0
38.0,72.0
4.0,1.0
43.0,67.0
4.0,1.0
11.0,8.0
21.0,14.0
2.0,12.0
11.0,10.0
59.0,71.0
7.0,1.0
1.0,6.0
5.0,4.0
2.0,5.0
3.0,8.0
17.0,23.0
10.0,14.0
614.0,1212.0
39.0,79.0
4.0,2.0
3.0,1.0
5.0,3.0
5.0,7.0
2.0,1.0
131.0,88.0
6.0,7.0
14.0,24.0
140.0,216.0
18.0,33.0
2.0,2.0
46.0,57.0
6.0,4.0
25.0,57.0
2.0,5.0
33.0,28.0
2.0,16.0
18.0,9.0
82.0,103.0
10.0,3.0
2.0,4.0
3.0,2.0
7.0,4.0
26.0,24.0
14.0,22.0
540.0,1430.0
50.0,79.0
2.0,3.0
2.0,3.0
4.0,15.0
9.0,5.0
2.0,2.0
1.0,1.0
120.0,160.0
8.0,21.0
22.0,28.0
161.0,240.0
20.0,29.0
2.0,1.0
53.0,65.0
4.0,3.0
40.0,56.0
3.0,2.0
7.0,4.0
30.0,12.0
3.0,15.0
10.0,23.0
83.0,128.0
7.0,8.0
1.0,13.0
4.0,1.0
2.0,7.0
7.0,3.0
16.0,20.0
19.0,10.0
704.0,1552.0
85.0,78.0
1.0,3.0
8.0,3.0
9.0,5.0
2.0,1.0
153.0,121.0
9.0,19.0
19.0,23.0
1.0,2.0
169.0,265.0
41.0,19.0
2.0,4.0
60.0,64.0
3.0,3.0
40.0,71.0
8.0,3.0
9.0,19.0
3.0,4.0
9.0,10.0
72.0,94.0
7.0,4.0
3.0,6.0
5.0,6.0
6.0,4.0
2.0,3.0
21.0,22.0
5.0,13.0
655.0,1187.0
68.0,62.0
3.0,4.0
3.0,4.0
5.0,6.0
2.0,1.0
9.0,1.0
128.0,105.0
3.0,12.0
14.0,25.0
121.0,192.0
23.0,26.0
1.0,1.0
35.0,57.0
5.0,4.0
33.0,61.0
6.0,9.0
1.0,5.0
27.0,22.0
6.0,10.0
12.0,30.0
96.0,158.0
